restaurant_id,restaurant_name,rating,n_comment,rank,url
760,Rumah Makan Acu Aling,4,6,"#760 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11662541-Reviews-Rumah_Makan_Acu_Aling-Surabaya_East_Java_Java.html
761,Depot Mie Hong Kong,3.5,15,"#761 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d1118594-Reviews-Depot_Mie_Hong_Kong-Surabaya_East_Java_Java.html
762,Ahoa Cambodia Chinese Food,4,5,"#762 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8471969-Reviews-Ahoa_Cambodia_Chinese_Food-Surabaya_East_Java_Java.html
763,Sate Ayam Lisidu,3.5,13,"#763 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489163-Reviews-Sate_Ayam_Lisidu-Surabaya_East_Java_Java.html
764,Ayam Goreng & Ikan Bakar Bu Cokro,4,8,"#764 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488152-Reviews-Ayam_Goreng_Ikan_Bakar_Bu_Cokro-Surabaya_East_Java_Java.html
765,Kapasari Bakwan Depot,3.5,11,"#765 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6165947-Reviews-Kapasari_Bakwan_Depot-Surabaya_East_Java_Java.html
766,Rumah Makan Fajar Kitchen,4,8,"#766 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4610379-Reviews-Rumah_Makan_Fajar_Kitchen-Surabaya_East_Java_Java.html
767,Bakso Anda,4.5,4,"#767 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12567804-Reviews-Bakso_Anda-Surabaya_East_Java_Java.html
768,Angling Darmo,4.5,3,"#768 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13794510-Reviews-Angling_Darmo-Surabaya_East_Java_Java.html
769,O Jamur,4,6,"#769 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10262230-Reviews-O_Jamur-Surabaya_East_Java_Java.html
770,Mie Kedondong,3.5,12,"#770 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488743-Reviews-Mie_Kedondong-Surabaya_East_Java_Java.html
771,Nasi Bakar Pasarame,5,4,"#771 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12881266-Reviews-Nasi_Bakar_Pasarame-Surabaya_East_Java_Java.html
772,Depot Selamet,4,5,"#772 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12805697-Reviews-Depot_Selamet-Surabaya_East_Java_Java.html
773,Solaria Surabaya Town Square,3.5,18,"#773 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489580-Reviews-Solaria_Surabaya_Town_Square-Surabaya_East_Java_Java.html
774,Restoran Akam,3.5,8,"#774 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4750301-Reviews-Restoran_Akam-Surabaya_East_Java_Java.html
775,Texas Fried Chicken,4.5,5,"#775 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13544739-Reviews-Texas_Fried_Chicken-Surabaya_East_Java_Java.html
776,Ayam Goreng Jakarta Asli,4,5,"#776 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15201116-Reviews-Ayam_Goreng_Jakarta_Asli-Surabaya_East_Java_Java.html
777,Depot Gudeg Solo,4,6,"#777 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8725515-Reviews-Depot_Gudeg_Solo-Surabaya_East_Java_Java.html
778,A&W Nginden Semolo,3.5,9,"#778 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9451536-Reviews-A_W_Nginden_Semolo-Surabaya_East_Java_Java.html
779,Casa Bocca Restaurant,3.5,13,"#779 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11788205-Reviews-Casa_Bocca_Restaurant-Surabaya_East_Java_Java.html
780,Crystal Jade My Bread Grand City Mal,3.5,11,"#780 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9748721-Reviews-Crystal_Jade_My_Bread_Grand_City_Mal-Surabaya_East_Java_Java.html
781,Housaku,3.5,7,"#781 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11837389-Reviews-Housaku-Surabaya_East_Java_Java.html
782,Muttonbird Bistro & Rooftop,3.5,10,"#782 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10467033-Reviews-Muttonbird_Bistro_Rooftop-Surabaya_East_Java_Java.html
783,Chirashi Zushi,4,6,"#783 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10239342-Reviews-Chirashi_Zushi-Surabaya_East_Java_Java.html
784,Pandan Village Galaxy Mal,3.5,13,"#784 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6405228-Reviews-Pandan_Village_Galaxy_Mal-Surabaya_East_Java_Java.html
785,May Star Restaurant,3.5,32,"#785 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10197233-Reviews-May_Star_Restaurant-Surabaya_East_Java_Java.html
786,Lalu Fish Cafe,3.5,17,"#786 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d3668805-Reviews-Lalu_Fish_Cafe-Surabaya_East_Java_Java.html
787,Shamrock Kitchen,4.5,4,"#787 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12257140-Reviews-Shamrock_Kitchen-Surabaya_East_Java_Java.html
788,Ka Soh Chinese Restaurant,3.5,29,"#788 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6750614-Reviews-Ka_Soh_Chinese_Restaurant-Surabaya_East_Java_Java.html
789,Common Grounds,4,7,"#789 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13339789-Reviews-Common_Grounds-Surabaya_East_Java_Java.html
790,Kim Hwa Mie & Kue,4,8,"#790 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d2282319-Reviews-Kim_Hwa_Mie_Kue-Surabaya_East_Java_Java.html
791,KFC Royal Plaza,3.5,11,"#791 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8790338-Reviews-KFC_Royal_Plaza-Surabaya_East_Java_Java.html
792,Gringging Lombok Ayam Goreng,4.5,4,"#792 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10815435-Reviews-Gringging_Lombok_Ayam_Goreng-Surabaya_East_Java_Java.html
793,Timothy Cake,4,5,"#793 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7691486-Reviews-Timothy_Cake-Surabaya_East_Java_Java.html
794,Grand Royal Restaurant,3.5,10,"#794 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8698236-Reviews-Grand_Royal_Restaurant-Surabaya_East_Java_Java.html
795,Myeongdong,4.5,4,"#795 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10730196-Reviews-Myeongdong-Surabaya_East_Java_Java.html
796,Jemahdi,4,7,"#796 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488871-Reviews-Jemahdi-Surabaya_East_Java_Java.html
797,Nasional Fried Chicken,4,8,"#797 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10299622-Reviews-Nasional_Fried_Chicken-Surabaya_East_Java_Java.html
798,Jimmy's,3.5,10,"#798 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7023247-Reviews-Jimmy_s-Surabaya_East_Java_Java.html
799,A&W Bandara Juanda,3.5,14,"#799 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9736377-Reviews-A_W_Bandara_Juanda-Surabaya_East_Java_Java.html
800,KFC Manyar Kertoarjo,3.5,31,"#800 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8769448-Reviews-KFC_Manyar_Kertoarjo-Surabaya_East_Java_Java.html
801,KFC Plaza Tunjungan,3.5,19,"#801 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8667696-Reviews-KFC_Plaza_Tunjungan-Surabaya_East_Java_Java.html
802,Bima Restaurant,3.5,12,"#802 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7654005-Reviews-Bima_Restaurant-Surabaya_East_Java_Java.html
803,Eatorland Cafe & Resto,3.5,8,"#803 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10117979-Reviews-Eatorland_Cafe_Resto-Surabaya_East_Java_Java.html
804,Excelso Cafe,3.5,7,"#804 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488958-Reviews-Excelso_Cafe-Surabaya_East_Java_Java.html
805,Penta Roti Kitchen & Pastry,4,6,"#805 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11888066-Reviews-Penta_Roti_Kitchen_Pastry-Surabaya_East_Java_Java.html
806,Porong Wei,4,5,"#806 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14051411-Reviews-Porong_Wei-Surabaya_East_Java_Java.html
807,Glory Bakery,3.5,8,"#807 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488167-Reviews-Glory_Bakery-Surabaya_East_Java_Java.html
808,Goodstone Dine,4,5,"#808 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15296040-Reviews-Goodstone_Dine-Surabaya_East_Java_Java.html
809,Rumah Makan Baliwerti,3.5,8,"#809 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4610394-Reviews-Rumah_Makan_Baliwerti-Surabaya_East_Java_Java.html
810,Ambrosia Dine & Lounge,4,7,"#810 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233099-Reviews-Ambrosia_Dine_Lounge-Surabaya_East_Java_Java.html
811,Pappa Steamboat,4.5,3,"#811 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12006876-Reviews-Pappa_Steamboat-Surabaya_East_Java_Java.html
812,Bakso Boedjangan Citraland,5,3,"#812 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d17450213-Reviews-Bakso_Boedjangan_Citraland-Surabaya_East_Java_Java.html
813,Wendy's Grand City Mal,3.5,17,"#813 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9465440-Reviews-Wendy_s_Grand_City_Mal-Surabaya_East_Java_Java.html
814,The Piggy,4.5,3,"#814 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14120395-Reviews-The_Piggy-Surabaya_East_Java_Java.html
815,Dapur Rumahku,3.5,8,"#815 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7653875-Reviews-Dapur_Rumahku-Surabaya_East_Java_Java.html
816,Warung Kuning Kalibokor,4,5,"#816 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12801090-Reviews-Warung_Kuning_Kalibokor-Surabaya_East_Java_Java.html
817,Warunk Upnormal - Ngagel,4,4,"#817 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15530832-Reviews-Warunk_Upnormal_Ngagel-Surabaya_East_Java_Java.html
818,Bon Ami,3.5,8,"#818 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488161-Reviews-Bon_Ami-Surabaya_East_Java_Java.html
819,Tosoto Soto Madura Wawan,3.5,9,"#819 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8566246-Reviews-Tosoto_Soto_Madura_Wawan-Surabaya_East_Java_Java.html
820,Holywings,4.5,3,"#820 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14048735-Reviews-Holywings-Surabaya_East_Java_Java.html
821,3.6.9. Shanghai Dumpling & Noodle,4.5,3,"#821 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14928285-Reviews-3_6_9_Shanghai_Dumpling_Noodle-Surabaya_East_Java_Java.html
822,Nasi Goreng Pandawa,4.5,3,"#822 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14928772-Reviews-Nasi_Goreng_Pandawa-Surabaya_East_Java_Java.html
823,A&W East Coast Center,3.5,12,"#823 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9465513-Reviews-A_W_East_Coast_Center-Surabaya_East_Java_Java.html
824,Soto Madura Tropicana,4.5,3,"#824 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14928346-Reviews-Soto_Madura_Tropicana-Surabaya_East_Java_Java.html
825,Semanggi Suroboyo,4,4,"#825 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12805691-Reviews-Semanggi_Suroboyo-Surabaya_East_Java_Java.html
826,Sansekerta Indonesian Restaurant,4.5,4,"#826 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d17376661-Reviews-Sansekerta_Indonesian_Restaurant-Surabaya_East_Java_Java.html
827,Pecel Murni Bu Yuning,3.5,13,"#827 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7653989-Reviews-Pecel_Murni_Bu_Yuning-Surabaya_East_Java_Java.html
828,Pizza Hut - Galaxy Mal,3.5,10,"#828 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9852018-Reviews-Pizza_Hut_Galaxy_Mal-Surabaya_East_Java_Java.html
829,Warung Koffie,4,8,"#829 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12327498-Reviews-Warung_Koffie-Surabaya_East_Java_Java.html
830,Batagor Mang Apep,4,4,"#830 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15197084-Reviews-Batagor_Mang_Apep-Surabaya_East_Java_Java.html
831,Gozadera,4,5,"#831 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12685325-Reviews-Gozadera-Surabaya_East_Java_Java.html
832,Hungry Jeff Restaurant,3.5,24,"#832 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d5864712-Reviews-Hungry_Jeff_Restaurant-Surabaya_East_Java_Java.html
833,Mokko Factory,3.5,10,"#833 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488169-Reviews-Mokko_Factory-Surabaya_East_Java_Java.html
834,Rumah Makan Asia Timur,4.5,3,"#834 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13296164-Reviews-Rumah_Makan_Asia_Timur-Surabaya_East_Java_Java.html
835,Warung Apung Rahmawati,4,23,"#835 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6941589-Reviews-Warung_Apung_Rahmawati-Surabaya_East_Java_Java.html
836,De Oak,3.5,9,"#836 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11742109-Reviews-De_Oak-Surabaya_East_Java_Java.html
837,Akuna Cafe,3.5,6,"#837 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13921281-Reviews-Akuna_Cafe-Surabaya_East_Java_Java.html
838,Raku Tei,4,5,"#838 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10470281-Reviews-Raku_Tei-Surabaya_East_Java_Java.html
839,Babeh Street,3.5,15,"#839 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10053145-Reviews-Babeh_Street-Surabaya_East_Java_Java.html
840,Cake Land,4,6,"#840 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7200092-Reviews-Cake_Land-Surabaya_East_Java_Java.html
841,Sate Suroboyo,4,5,"#841 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13204674-Reviews-Sate_Suroboyo-Surabaya_East_Java_Java.html
842,KFC ITC Surabaya,3.5,11,"#842 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8790292-Reviews-KFC_ITC_Surabaya-Surabaya_East_Java_Java.html
843,Beijing Wei,5,2,"#843 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15618416-Reviews-Beijing_Wei-Surabaya_East_Java_Java.html
844,Depot Gili Bakwan,4,8,"#844 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4610110-Reviews-Depot_Gili_Bakwan-Surabaya_East_Java_Java.html
845,Mie Mapan,4.5,3,"#845 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14795576-Reviews-Mie_Mapan-Surabaya_East_Java_Java.html
846,Dunia Steak,3.5,11,"#846 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10154305-Reviews-Dunia_Steak-Surabaya_East_Java_Java.html
847,Depot Asia Baru,3.5,8,"#847 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4610109-Reviews-Depot_Asia_Baru-Surabaya_East_Java_Java.html
848,Es Teler dan Bakso 17,4.5,3,"#848 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13962056-Reviews-Es_Teler_dan_Bakso_17-Surabaya_East_Java_Java.html
849,Sate Taichan Goreng,4,5,"#849 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13388469-Reviews-Sate_Taichan_Goreng-Surabaya_East_Java_Java.html
850,Yaman Kuliner,4.5,3,"#850 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13956851-Reviews-Yaman_Kuliner-Surabaya_East_Java_Java.html
851,Pocoyo BG Junction,4,4,"#851 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12480991-Reviews-Pocoyo_BG_Junction-Surabaya_East_Java_Java.html
852,Quickly Ciputra World,3.5,10,"#852 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489807-Reviews-Quickly_Ciputra_World-Surabaya_East_Java_Java.html
853,Restoran Padang Sederhana,4,5,"#853 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12079329-Reviews-Restoran_Padang_Sederhana-Surabaya_East_Java_Java.html
854,Malay Village,3.5,10,"#854 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7200450-Reviews-Malay_Village-Surabaya_East_Java_Java.html
855,Nini's Seafood,4,5,"#855 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10483633-Reviews-Nini_s_Seafood-Surabaya_East_Java_Java.html
856,Samwon House Surabaya Town Square,3.5,9,"#856 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9748698-Reviews-Samwon_House_Surabaya_Town_Square-Surabaya_East_Java_Java.html
857,La Patisserie,4,8,"#857 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7063384-Reviews-La_Patisserie-Surabaya_East_Java_Java.html
858,Masakan Padang Ganti Salero,3.5,7,"#858 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488158-Reviews-Masakan_Padang_Ganti_Salero-Surabaya_East_Java_Java.html
859,Rumah Ice Cream,5,2,"#859 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d15089261-Reviews-Rumah_Ice_Cream-Surabaya_East_Java_Java.html
860,Kwee Tiau Restaurant,3.5,6,"#860 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4610306-Reviews-Kwee_Tiau_Restaurant-Surabaya_East_Java_Java.html
861,Rice Box,3.5,12,"#861 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489399-Reviews-Rice_Box-Surabaya_East_Java_Java.html
862,Nutrilife Juice Bar,4.5,3,"#862 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12906956-Reviews-Nutrilife_Juice_Bar-Surabaya_East_Java_Java.html
863,Boulangerie Komugi,3.5,10,"#863 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6490037-Reviews-Boulangerie_Komugi-Surabaya_East_Java_Java.html
864,Resto Lombok Ijo,4,5,"#864 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10815536-Reviews-Resto_Lombok_Ijo-Surabaya_East_Java_Java.html
865,Rotiboy Pasar Atom,3.5,8,"#865 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9869928-Reviews-Rotiboy_Pasar_Atom-Surabaya_East_Java_Java.html
866,Meat Shop & Gourmet,3.5,8,"#866 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13339775-Reviews-Meat_Shop_Gourmet-Surabaya_East_Java_Java.html
867,Rumah Makan Bambu Jawa,4,5,"#867 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233996-Reviews-Rumah_Makan_Bambu_Jawa-Surabaya_East_Java_Java.html
868,Dimsum Choie,3.5,7,"#868 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10490587-Reviews-Dimsum_Choie-Surabaya_East_Java_Java.html
869,Soto Ayam Kampung Pak Djayus,4,16,"#869 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10636905-Reviews-Soto_Ayam_Kampung_Pak_Djayus-Surabaya_East_Java_Java.html
870,Warung Ayam Cobek Suroboyo,4,4,"#870 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12620978-Reviews-Warung_Ayam_Cobek_Suroboyo-Surabaya_East_Java_Java.html
871,369 Canteen,3.5,10,"#871 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10592984-Reviews-369_Canteen-Surabaya_East_Java_Java.html
872,Kampoeng Steak,4,5,"#872 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13275914-Reviews-Kampoeng_Steak-Surabaya_East_Java_Java.html
873,Le Belle Cafe by Lily,4.5,3,"#873 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13137854-Reviews-Le_Belle_Cafe_by_Lily-Surabaya_East_Java_Java.html
874,Seafood Artomoro,3.5,8,"#874 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12571328-Reviews-Seafood_Artomoro-Surabaya_East_Java_Java.html
875,Mousse Daily Cake & Cafe,3.5,6,"#875 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488812-Reviews-Mousse_Daily_Cake_Cafe-Surabaya_East_Java_Java.html
876,Rumah Makan Betutu Bali-Ku,3.5,12,"#876 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8509671-Reviews-Rumah_Makan_Betutu_Bali_Ku-Surabaya_East_Java_Java.html
877,Mie Ayam H&W Citraland-Surabaya,3.5,12,"#877 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4351920-Reviews-Mie_Ayam_H_W_Citraland_Surabaya-Surabaya_East_Java_Java.html
878,Happup,4,6,"#878 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8522670-Reviews-Happup-Surabaya_East_Java_Java.html
879,Hai Nan,3.5,10,"#879 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10470351-Reviews-Hai_Nan-Surabaya_East_Java_Java.html
880,Abura Soba Yamatoten,4,5,"#880 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12502982-Reviews-Abura_Soba_Yamatoten-Surabaya_East_Java_Java.html
881,Bakwan Dempo 19,4,13,"#881 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10743769-Reviews-Bakwan_Dempo_19-Surabaya_East_Java_Java.html
882,3.6.9 Canteen,3.5,13,"#882 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9560369-Reviews-3_6_9_Canteen-Surabaya_East_Java_Java.html
883,Brew & Co,3.5,8,"#883 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9581335-Reviews-Brew_Co-Surabaya_East_Java_Java.html
884,Warung Ilegal,4,10,"#884 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d945680-Reviews-Warung_Ilegal-Surabaya_East_Java_Java.html
885,Bakmi Gili,4.5,3,"#885 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12527126-Reviews-Bakmi_Gili-Surabaya_East_Java_Java.html
886,Hotdog On A Stick,3.5,14,"#886 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233625-Reviews-Hotdog_On_A_Stick-Surabaya_East_Java_Java.html
887,Depot Ama,3.5,7,"#887 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11893794-Reviews-Depot_Ama-Surabaya_East_Java_Java.html
888,Dream Cars Resto & Cafe,3.5,12,"#888 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6585715-Reviews-Dream_Cars_Resto_Cafe-Surabaya_East_Java_Java.html
889,Warung Mas Tri,4,4,"#889 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12351212-Reviews-Warung_Mas_Tri-Surabaya_East_Java_Java.html
890,Bakwan Bondowoso,3.5,7,"#890 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233347-Reviews-Bakwan_Bondowoso-Surabaya_East_Java_Java.html
