restaurant_id,restaurant_name,rating,n_comment,rank,url
259,Janggala Restaurant,4.5,17,"#259 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233651-Reviews-Janggala_Restaurant-Surabaya_East_Java_Java.html
260,Dapur Cokelat,4,27,"#260 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d3400088-Reviews-Dapur_Cokelat-Surabaya_East_Java_Java.html
261,Bebek Tepi Sawah,4,14,"#261 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11960989-Reviews-Bebek_Tepi_Sawah-Surabaya_East_Java_Java.html
262,Play Domicile,4,16,"#262 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13147685-Reviews-Play_Domicile-Surabaya_East_Java_Java.html
263,Chop Buntut Cak Yo,4.5,10,"#263 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14937008-Reviews-Chop_Buntut_Cak_Yo-Surabaya_East_Java_Java.html
264,Warung Bu Kris,4,18,"#264 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12145054-Reviews-Warung_Bu_Kris-Surabaya_East_Java_Java.html
265,Solaria Tunjungan Plaza,3.5,30,"#265 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488943-Reviews-Solaria_Tunjungan_Plaza-Surabaya_East_Java_Java.html
266,McDonald's Plaza Surabaya,4,23,"#266 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8684550-Reviews-McDonald_s_Plaza_Surabaya-Surabaya_East_Java_Java.html
267,Warung Tekko,4,25,"#267 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d3253096-Reviews-Warung_Tekko-Surabaya_East_Java_Java.html
268,Mie Tokyo Raya Nginden,4,24,"#268 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488163-Reviews-Mie_Tokyo_Raya_Nginden-Surabaya_East_Java_Java.html
269,Hacienda Mexican Bar & Grill,4,21,"#269 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12864042-Reviews-Hacienda_Mexican_Bar_Grill-Surabaya_East_Java_Java.html
270,Zangradi,4,25,"#270 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6476253-Reviews-Zangradi-Surabaya_East_Java_Java.html
271,Hoka Hoka Bento Pakuwon Indah,4,23,"#271 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4437017-Reviews-Hoka_Hoka_Bento_Pakuwon_Indah-Surabaya_East_Java_Java.html
272,Sari Laut Kapasan,4,12,"#272 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12703968-Reviews-Sari_Laut_Kapasan-Surabaya_East_Java_Java.html
273,Frangipani Indonesian Kitchen,3.5,34,"#273 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6748585-Reviews-Frangipani_Indonesian_Kitchen-Surabaya_East_Java_Java.html
274,Linkafe,4,21,"#274 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11846961-Reviews-Linkafe-Surabaya_East_Java_Java.html
275,Kedai Si Mbok,4,28,"#275 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489808-Reviews-Kedai_Si_Mbok-Surabaya_East_Java_Java.html
276,Blue Basil,4,35,"#276 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7159321-Reviews-Blue_Basil-Surabaya_East_Java_Java.html
277,Kizahashi Restaurant,4.5,11,"#277 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9609409-Reviews-Kizahashi_Restaurant-Surabaya_East_Java_Java.html
278,Nasi Bebek Goreng Wahid Hasyim Surabaya,4,16,"#278 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10158645-Reviews-Nasi_Bebek_Goreng_Wahid_Hasyim_Surabaya-Surabaya_East_Java_Java.html
279,Gubug Makan Mang Engking,4,30,"#279 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489489-Reviews-Gubug_Makan_Mang_Engking-Surabaya_East_Java_Java.html
280,Society Complex,4,16,"#280 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7814982-Reviews-Society_Complex-Surabaya_East_Java_Java.html
281,Livana Spikoe,4,20,"#281 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489454-Reviews-Livana_Spikoe-Surabaya_East_Java_Java.html
282,Depot Sari,4.5,15,"#282 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6276298-Reviews-Depot_Sari-Surabaya_East_Java_Java.html
283,Nona Manis,4.5,10,"#283 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13400339-Reviews-Nona_Manis-Surabaya_East_Java_Java.html
284,Tokyo Resto Raya Nginden 68,4,25,"#284 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7777931-Reviews-Tokyo_Resto_Raya_Nginden_68-Surabaya_East_Java_Java.html
285,Rotiboy Tunjungan Plaza,4,17,"#285 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9800981-Reviews-Rotiboy_Tunjungan_Plaza-Surabaya_East_Java_Java.html
286,Sego Sambel Ha-Ho,4,23,"#286 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d953527-Reviews-Sego_Sambel_Ha_Ho-Surabaya_East_Java_Java.html
287,Redback Specialty Coffee,4,10,"#287 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14096946-Reviews-Redback_Specialty_Coffee-Surabaya_East_Java_Java.html
288,Jukuta Seafood,4,18,"#288 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d3252592-Reviews-Jukuta_Seafood-Surabaya_East_Java_Java.html
289,Steak Hut Raya Kupang Indah,5,441,"#289 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488815-Reviews-Steak_Hut_Raya_Kupang_Indah-Surabaya_East_Java_Java.html
290,Porong Wei,3.5,39,"#290 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7049081-Reviews-Porong_Wei-Surabaya_East_Java_Java.html
291,Pho Hanoi,4.5,11,"#291 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12447478-Reviews-Pho_Hanoi-Surabaya_East_Java_Java.html
292,Kedai Ketan Punel,4,16,"#292 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8786667-Reviews-Kedai_Ketan_Punel-Surabaya_East_Java_Java.html
293,Larazeta,4,26,"#293 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11672153-Reviews-Larazeta-Surabaya_East_Java_Java.html
294,Pizza Hut Supermal Pakuwon Indah,3.5,45,"#294 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d3609688-Reviews-Pizza_Hut_Supermal_Pakuwon_Indah-Surabaya_East_Java_Java.html
295,Depot Ramayana,4,15,"#295 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7053610-Reviews-Depot_Ramayana-Surabaya_East_Java_Java.html
296,Fajar Chinese Restaurant - Tunjungan Plaza,4,23,"#296 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9859545-Reviews-Fajar_Chinese_Restaurant_Tunjungan_Plaza-Surabaya_East_Java_Java.html
297,Taste Van Java,3.5,31,"#297 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11662501-Reviews-Taste_Van_Java-Surabaya_East_Java_Java.html
298,Yung Ho Restaurant,3.5,26,"#298 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8404098-Reviews-Yung_Ho_Restaurant-Surabaya_East_Java_Java.html
299,Pisa Cafe & Resto,3.5,26,"#299 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488776-Reviews-Pisa_Cafe_Resto-Surabaya_East_Java_Java.html
300,McDonald's Raya Darmo,4,22,"#300 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8732768-Reviews-McDonald_s_Raya_Darmo-Surabaya_East_Java_Java.html
301,Cafe Excelso,4,13,"#301 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7200456-Reviews-Cafe_Excelso-Surabaya_East_Java_Java.html
302,My Kopi-O!,4,19,"#302 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489583-Reviews-My_Kopi_O-Surabaya_East_Java_Java.html
303,Food Coma,4,14,"#303 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11964957-Reviews-Food_Coma-Surabaya_East_Java_Java.html
304,Wendy's Galaxy Mal,4,21,"#304 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8684551-Reviews-Wendy_s_Galaxy_Mal-Surabaya_East_Java_Java.html
305,Bakmi GM,4,21,"#305 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12805672-Reviews-Bakmi_GM-Surabaya_East_Java_Java.html
306,Warung Tekko,4,31,"#306 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7733484-Reviews-Warung_Tekko-Surabaya_East_Java_Java.html
307,Bima Restaurant,4,15,"#307 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488987-Reviews-Bima_Restaurant-Surabaya_East_Java_Java.html
308,Hops Kitchen & Bar,4.5,25,"#308 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11778282-Reviews-Hops_Kitchen_Bar-Surabaya_East_Java_Java.html
309,Ayam Goreng Sriwijaya,3.5,33,"#309 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d2270320-Reviews-Ayam_Goreng_Sriwijaya-Surabaya_East_Java_Java.html
310,Nasi Sayur Pak Djo,4,25,"#310 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8520076-Reviews-Nasi_Sayur_Pak_Djo-Surabaya_East_Java_Java.html
311,NavySeals - Burger Chicken Burrito,3.5,40,"#311 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8178949-Reviews-NavySeals_Burger_Chicken_Burrito-Surabaya_East_Java_Java.html
312,Bebek Goreng Pak Qomar,4,18,"#312 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8732966-Reviews-Bebek_Goreng_Pak_Qomar-Surabaya_East_Java_Java.html
313,Top Noodles Express Royal Plaza,4,14,"#313 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8710096-Reviews-Top_Noodles_Express_Royal_Plaza-Surabaya_East_Java_Java.html
314,IKISUI japanese restaurant,4,23,"#314 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7269693-Reviews-IKISUI_japanese_restaurant-Surabaya_East_Java_Java.html
315,Genki Sushi,4,13,"#315 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12611786-Reviews-Genki_Sushi-Surabaya_East_Java_Java.html
316,Ayam Goreng Jakarta Asli,4,17,"#316 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233203-Reviews-Ayam_Goreng_Jakarta_Asli-Surabaya_East_Java_Java.html
317,Rujak Cingur Akhmad Jais,4,17,"#317 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489671-Reviews-Rujak_Cingur_Akhmad_Jais-Surabaya_East_Java_Java.html
318,Resto Nine,4,17,"#318 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488736-Reviews-Resto_Nine-Surabaya_East_Java_Java.html
319,Igor's Pastry- Galaxy Mall,4,15,"#319 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4686509-Reviews-Igor_s_Pastry_Galaxy_Mall-Surabaya_East_Java_Java.html
320,Mie Akhirat,4,17,"#320 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9580762-Reviews-Mie_Akhirat-Surabaya_East_Java_Java.html
321,Pizza Hut - Tunjungan Plaza 1 Surabaya,4,17,"#321 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9851993-Reviews-Pizza_Hut_Tunjungan_Plaza_1_Surabaya-Surabaya_East_Java_Java.html
322,Bakerzin,3.5,32,"#322 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488964-Reviews-Bakerzin-Surabaya_East_Java_Java.html
323,Handayani,3.5,48,"#323 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d3158237-Reviews-Handayani-Surabaya_East_Java_Java.html
324,KFC Ahmad Yani,3.5,24,"#324 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8766644-Reviews-KFC_Ahmad_Yani-Surabaya_East_Java_Java.html
325,Depot Rawon Malang MM,4,18,"#325 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489035-Reviews-Depot_Rawon_Malang_MM-Surabaya_East_Java_Java.html
326,SAS cafe n resto,4,22,"#326 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d5979293-Reviews-SAS_cafe_n_resto-Surabaya_East_Java_Java.html
327,Tristar International Restaurant,4,24,"#327 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d3245515-Reviews-Tristar_International_Restaurant-Surabaya_East_Java_Java.html
328,Cailano Specialty Coffee and Shao Kao,4,20,"#328 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10438063-Reviews-Cailano_Specialty_Coffee_and_Shao_Kao-Surabaya_East_Java_Java.html
329,Double Happiness International Restaurant,4,17,"#329 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489172-Reviews-Double_Happiness_International_Restaurant-Surabaya_East_Java_Java.html
330,Open Oven Bistro,4,12,"#330 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8620873-Reviews-Open_Oven_Bistro-Surabaya_East_Java_Java.html
331,KFC Ciputra World,4,15,"#331 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8769813-Reviews-KFC_Ciputra_World-Surabaya_East_Java_Java.html
332,Bandar Sari Laut Surabaya,4,18,"#332 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d3405340-Reviews-Bandar_Sari_Laut_Surabaya-Surabaya_East_Java_Java.html
333,Rumah Makan Sriwedari,4,15,"#333 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10165072-Reviews-Rumah_Makan_Sriwedari-Surabaya_East_Java_Java.html
334,Ikan Bakar Cianjur,4.5,10,"#334 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12276425-Reviews-Ikan_Bakar_Cianjur-Surabaya_East_Java_Java.html
335,Cafe Excelso,4,18,"#335 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7050139-Reviews-Cafe_Excelso-Surabaya_East_Java_Java.html
336,The Biliton,3.5,22,"#336 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8864303-Reviews-The_Biliton-Surabaya_East_Java_Java.html
337,KFC Raya Darmo,3.5,20,"#337 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8762476-Reviews-KFC_Raya_Darmo-Surabaya_East_Java_Java.html
338,Bakso Jagalan 87,3.5,27,"#338 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6840494-Reviews-Bakso_Jagalan_87-Surabaya_East_Java_Java.html
339,Tahu & Ronde Kitty,4,15,"#339 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489405-Reviews-Tahu_Ronde_Kitty-Surabaya_East_Java_Java.html
340,Sky 36,3.5,26,"#340 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10268048-Reviews-Sky_36-Surabaya_East_Java_Java.html
341,Lombok Idjo Surabaya,5,6,"#341 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d16866269-Reviews-Lombok_Idjo_Surabaya-Surabaya_East_Java_Java.html
342,X.O. Chinese Cuisine,4,26,"#342 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9818604-Reviews-X_O_Chinese_Cuisine-Surabaya_East_Java_Java.html
343,Soto Ayam Kenari Surabaya,4,16,"#343 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8338231-Reviews-Soto_Ayam_Kenari_Surabaya-Surabaya_East_Java_Java.html
344,Wok Noodle Ciputra World,4,18,"#344 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8698224-Reviews-Wok_Noodle_Ciputra_World-Surabaya_East_Java_Java.html
345,The Spaghetti's Grand City,4,15,"#345 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8761797-Reviews-The_Spaghetti_s_Grand_City-Surabaya_East_Java_Java.html
346,Aan Ping Lao,4.5,10,"#346 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11837180-Reviews-Aan_Ping_Lao-Surabaya_East_Java_Java.html
347,Kedai 27 Kayoon,5,8,"#347 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12863687-Reviews-Kedai_27_Kayoon-Surabaya_East_Java_Java.html
348,Warung Mapan,4,10,"#348 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12567838-Reviews-Warung_Mapan-Surabaya_East_Java_Java.html
349,Tong Tji Tea House Transmart,4,10,"#349 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12763342-Reviews-Tong_Tji_Tea_House_Transmart-Surabaya_East_Java_Java.html
350,Dermaga Seafood Restaurant,4,24,"#350 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7394568-Reviews-Dermaga_Seafood_Restaurant-Surabaya_East_Java_Java.html
351,Gado Gado Arjuno,3.5,34,"#351 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6489852-Reviews-Gado_Gado_Arjuno-Surabaya_East_Java_Java.html
352,Jong Java Indische Recipe,4.5,8,"#352 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d14039263-Reviews-Jong_Java_Indische_Recipe-Surabaya_East_Java_Java.html
353,Chatime Ciputra World,4,14,"#353 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10305183-Reviews-Chatime_Ciputra_World-Surabaya_East_Java_Java.html
354,Martabak Gading Pecenongan,4,14,"#354 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8563603-Reviews-Martabak_Gading_Pecenongan-Surabaya_East_Java_Java.html
355,Depot Mie 168,4,17,"#355 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9778981-Reviews-Depot_Mie_168-Surabaya_East_Java_Java.html
356,Steak Hotel by Holycow! #TKP Surabaya2,4,20,"#356 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10597208-Reviews-Steak_Hotel_by_Holycow_TKP_Surabaya2-Surabaya_East_Java_Java.html
357,Eaton Bakery & Restaurant Plaza Tunjungan,4,20,"#357 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7745666-Reviews-Eaton_Bakery_Restaurant_Plaza_Tunjungan-Surabaya_East_Java_Java.html
358,Loveshack Skybar,4,12,"#358 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12123873-Reviews-Loveshack_Skybar-Surabaya_East_Java_Java.html
359,Padin Bu Dewi Achmad,3.5,43,"#359 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6375305-Reviews-Padin_Bu_Dewi_Achmad-Surabaya_East_Java_Java.html
360,Rumah Makan Handayani,3.5,22,"#360 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4610382-Reviews-Rumah_Makan_Handayani-Surabaya_East_Java_Java.html
361,Ta Wan Galaxy Mal,3.5,21,"#361 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8614534-Reviews-Ta_Wan_Galaxy_Mal-Surabaya_East_Java_Java.html
362,Depot Soto Banjar Achmad Jais,4,13,"#362 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11750091-Reviews-Depot_Soto_Banjar_Achmad_Jais-Surabaya_East_Java_Java.html
363,Hoka Hoka Bento Express Plaza Tunjungan,4,20,"#363 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8625520-Reviews-Hoka_Hoka_Bento_Express_Plaza_Tunjungan-Surabaya_East_Java_Java.html
364,Pepper Lunch Mall Galaxy,3.5,19,"#364 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233894-Reviews-Pepper_Lunch_Mall_Galaxy-Surabaya_East_Java_Java.html
365,Bakmi Gili Restaurant,4,16,"#365 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4610076-Reviews-Bakmi_Gili_Restaurant-Surabaya_East_Java_Java.html
366,Kayanna Restaurant,4,22,"#366 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12976487-Reviews-Kayanna_Restaurant-Surabaya_East_Java_Java.html
367,1914,3.5,28,"#367 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6873184-Reviews-1914-Surabaya_East_Java_Java.html
368,Genki Sushi,4,10,"#368 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d13530230-Reviews-Genki_Sushi-Surabaya_East_Java_Java.html
369,Trimurti Resto,3.5,28,"#369 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7745557-Reviews-Trimurti_Resto-Surabaya_East_Java_Java.html
370,Pondok Khas Jenggala,4,17,"#370 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4787795-Reviews-Pondok_Khas_Jenggala-Surabaya_East_Java_Java.html
371,Bakerzin,4,12,"#371 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9770141-Reviews-Bakerzin-Surabaya_East_Java_Java.html
372,United Steaks,4.5,8,"#372 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12651787-Reviews-United_Steaks-Surabaya_East_Java_Java.html
373,Forum Garden Restaurant,4,15,"#373 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4294084-Reviews-Forum_Garden_Restaurant-Surabaya_East_Java_Java.html
374,KFC Plaza Surabaya,4,15,"#374 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8684546-Reviews-KFC_Plaza_Surabaya-Surabaya_East_Java_Java.html
375,Jade Imperial Fine Dining Restaurant,4,21,"#375 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233649-Reviews-Jade_Imperial_Fine_Dining_Restaurant-Surabaya_East_Java_Java.html
376,Tong Tong,4,15,"#376 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d9735335-Reviews-Tong_Tong-Surabaya_East_Java_Java.html
377,Amanda Brownies Kukus,4,16,"#377 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d6488153-Reviews-Amanda_Brownies_Kukus-Surabaya_East_Java_Java.html
378,Yoshinoya Ciputra World,4,12,"#378 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d11964701-Reviews-Yoshinoya_Ciputra_World-Surabaya_East_Java_Java.html
379,The Spaghetti's - Pasta and Woodfired Pizza,4,16,"#379 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8624161-Reviews-The_Spaghetti_s_Pasta_and_Woodfired_Pizza-Surabaya_East_Java_Java.html
380,Nature Vegetarian Surabaya,4,15,"#380 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8520107-Reviews-Nature_Vegetarian_Surabaya-Surabaya_East_Java_Java.html
381,Mie Tokyo HR Muhammad,4,14,"#381 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d8779990-Reviews-Mie_Tokyo_HR_Muhammad-Surabaya_East_Java_Java.html
382,Ciz Restaurant,4,11,"#382 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d12351445-Reviews-Ciz_Restaurant-Surabaya_East_Java_Java.html
383,Sriwedari,4,17,"#383 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4081946-Reviews-Sriwedari-Surabaya_East_Java_Java.html
384,Ikan Bakar Jimbaran,4,17,"#384 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d4233623-Reviews-Ikan_Bakar_Jimbaran-Surabaya_East_Java_Java.html
385,Malay Village Surabaya Town Square,3.5,19,"#385 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d7049217-Reviews-Malay_Village_Surabaya_Town_Square-Surabaya_East_Java_Java.html
386,Libreria Eatery,3.5,18,"#386 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10374482-Reviews-Libreria_Eatery-Surabaya_East_Java_Java.html
387,Depot Mimi,4,13,"#387 of 1,778 Restaurants in Surabaya",https://www.tripadvisor.com/Restaurant_Review-g297715-d10092096-Reviews-Depot_Mimi-Surabaya_East_Java_Java.html
